date,price,bedrooms,bathrooms,sqft_living,floors,condition,city,statezip,country
09-06-2014 00:00,579000,2,2,1870,1,3,Redmond,WA 98053,USA
09-06-2014 00:00,236000,3,1.75,1330,1,3,Auburn,WA 98002,USA
09-06-2014 00:00,305100,3,2,1590,1,4,Renton,WA 98058,USA
09-06-2014 00:00,368000,3,1.75,1710,1,4,Kenmore,WA 98028,USA
09-06-2014 00:00,255000,2,1,1200,1,5,Des Moines,WA 98198,USA
09-06-2014 00:00,400000,2,1,1140,1,3,Seattle,WA 98136,USA
09-06-2014 00:00,440000,3,1.75,2240,1,3,Seattle,WA 98125,USA
09-06-2014 00:00,417000,2,1,920,1,3,Seattle,WA 98118,USA
09-06-2014 00:00,435000,2,1,800,1,3,Seattle,WA 98107,USA
09-06-2014 00:00,475000,4,2.75,1980,1,5,Lake Forest Park,WA 98155,USA
09-06-2014 00:00,563500,4,2.5,2800,2,3,Duvall,WA 98019,USA
09-06-2014 00:00,285000,3,2.25,1680,2,3,Auburn,WA 98092,USA
09-06-2014 00:00,471000,4,2.5,2330,2,3,North Bend,WA 98045,USA
09-06-2014 00:00,500000,4,1.75,2240,1.5,4,Bellevue,WA 98008,USA
09-06-2014 00:00,640000,3,2.5,2140,2,3,Sammamish,WA 98074,USA
09-06-2014 00:00,442500,4,2.5,2170,2,3,Duvall,WA 98019,USA
09-06-2014 00:00,213400,3,1.5,1150,1,4,Renton,WA 98055,USA
09-06-2014 00:00,831000,4,2.5,2030,1.5,4,Seattle,WA 98103,USA
09-06-2014 00:00,325000,3,2,1350,1,3,Duvall,WA 98019,USA
09-06-2014 00:00,425000,2,1,910,1,4,Seattle,WA 98107,USA
09-06-2014 00:00,550000,4,2.5,2700,1,4,Seattle,WA 98136,USA
09-06-2014 00:00,599950,4,3.5,3730,2,3,Kent,WA 98042,USA
09-06-2014 00:00,1225000,4,2.5,2740,2,3,Medina,WA 98039,USA
09-06-2014 00:00,750000,4,3.25,2050,2,4,Seattle,WA 98112,USA
09-06-2014 00:00,290000,4,3,2390,2,3,Renton,WA 98057,USA
09-06-2014 00:00,270000,4,2.75,1990,1,3,Auburn,WA 98002,USA
09-06-2014 00:00,229950,4,1.75,1300,1,4,Federal Way,WA 98001,USA
09-06-2014 00:00,234999,3,1,1330,1,3,SeaTac,WA 98188,USA
09-06-2014 00:00,265000,2,1,1000,1,3,Duvall,WA 98019,USA
09-06-2014 00:00,367300,4,2.75,2190,2,3,Auburn,WA 98001,USA
09-06-2014 00:00,550000,3,1.75,1380,1.5,3,Seattle,WA 98122,USA
09-06-2014 00:00,743700,4,2.5,2610,2,3,Redmond,WA 98053,USA
09-06-2014 00:00,352750,2,1.75,1060,2,3,Seattle,WA 98144,USA
09-06-2014 00:00,403950,2,1,710,2,4,Seattle,WA 98102,USA
09-06-2014 00:00,980000,4,2.5,2730,1.5,5,Seattle,WA 98119,USA
09-06-2014 00:00,585000,4,1.75,2470,2,3,Vashon,WA 98070,USA
09-06-2014 00:00,554000,3,1.75,1760,1,3,Bellevue,WA 98005,USA
09-06-2014 00:00,546000,3,2.5,1530,2,3,Bellevue,WA 98007,USA
09-06-2014 00:00,280000,2,1.75,1610,1.5,2,Snoqualmie,WA 98065,USA
09-06-2014 00:00,212500,2,2,1030,1,4,Seattle,WA 98168,USA
09-06-2014 00:00,739000,4,2.5,2800,2,3,Carnation,WA 98014,USA
09-06-2014 00:00,428000,3,2,1310,1,3,Seattle,WA 98103,USA
09-06-2014 00:00,965000,4,2.25,3160,1,4,Woodinville,WA 98072,USA
09-06-2014 00:00,364900,3,3,2500,2,3,Kent,WA 98031,USA
09-06-2014 00:00,559000,3,1.5,2070,1,4,Seattle,WA 98117,USA
09-06-2014 00:00,213000,4,1.75,1980,1,2,Federal Way,WA 98023,USA
09-06-2014 00:00,620000,3,2.5,2590,2,3,Seattle,WA 98125,USA
09-06-2014 00:00,240000,4,1,1910,1.5,3,Seattle,WA 98106,USA
09-06-2014 00:00,852500,3,2.5,2630,1,4,Bellevue,WA 98006,USA
09-06-2014 00:00,600000,3,2.5,2630,2,3,Duvall,WA 98019,USA
09-06-2014 00:00,410000,3,2.5,1960,2,3,Snoqualmie,WA 98065,USA
09-06-2014 00:00,328000,3,1.75,1440,2,3,Duvall,WA 98019,USA
09-06-2014 00:00,625000,3,1.75,2210,1,3,Bellevue,WA 98005,USA
09-06-2014 00:00,649950,4,2.5,2350,2,4,Woodinville,WA 98077,USA
09-06-2014 00:00,235000,3,1,1590,1.5,3,Burien,WA 98166,USA
09-06-2014 00:00,489000,3,3.5,1500,2,3,Seattle,WA 98107,USA
09-06-2014 00:00,536000,3,2.5,1900,2,3,Sammamish,WA 98075,USA
09-06-2014 00:00,400000,4,3.5,2370,2.5,3,Renton,WA 98056,USA
09-06-2014 00:00,398000,3,2.5,1720,2,3,Seattle,WA 98136,USA
09-06-2014 00:00,379000,4,1.5,2020,1,4,Renton,WA 98059,USA
09-06-2014 00:00,345000,2,1.5,1340,2,3,Seattle,WA 98144,USA
09-06-2014 00:00,365000,3,2.5,1800,2,3,Seattle,WA 98126,USA
09-06-2014 00:00,315000,3,2.5,1480,2,3,Seattle,WA 98106,USA
10-06-2014 00:00,571000,4,2,2750,1.5,5,Seattle,WA 98125,USA
10-06-2014 00:00,1025000,5,4,3760,2,3,Kirkland,WA 98033,USA
10-06-2014 00:00,695000,3,2.75,2540,2,3,Sammamish,WA 98074,USA
10-06-2014 00:00,225000,3,1.75,1760,1,3,Covington,WA 98042,USA
10-06-2014 00:00,740000,3,2.5,3000,2,3,Redmond,WA 98053,USA
10-06-2014 00:00,315000,4,2.5,1930,2,4,Kent,WA 98031,USA
10-06-2014 00:00,1230000,4,2.5,3040,2,3,Mercer Island,WA 98040,USA
10-06-2014 00:00,420000,2,1,860,1,4,Seattle,WA 98117,USA
10-06-2014 00:00,310000,3,1.75,1420,1,4,Renton,WA 98056,USA
10-06-2014 00:00,700000,3,2,2080,1,5,Seattle,WA 98117,USA
10-06-2014 00:00,269000,3,2.5,1560,2,3,Maple Valley,WA 98038,USA
10-06-2014 00:00,369990,4,2.5,1960,2,3,Renton,WA 98056,USA
10-06-2014 00:00,800000,3,2.25,1620,2,4,Seattle,WA 98119,USA
10-06-2014 00:00,569000,5,3,3670,1,5,Lake Forest Park,WA 98155,USA
10-06-2014 00:00,175000,6,1.5,1930,1,3,Burien,WA 98146,USA
10-06-2014 00:00,440000,3,1.5,1290,3,3,Seattle,WA 98103,USA
10-06-2014 00:00,435000,5,2.25,1970,1,3,Fall City,WA 98024,USA
10-06-2014 00:00,345000,3,1.75,1540,1,4,Shoreline,WA 98155,USA
10-06-2014 00:00,558000,4,2,2180,1,3,Seattle,WA 98122,USA
10-06-2014 00:00,475000,2,1.75,1490,1,3,Auburn,WA 98092,USA
10-06-2014 00:00,490000,3,2,2220,2,3,Issaquah,WA 98027,USA
10-06-2014 00:00,335000,3,1.75,2430,1,4,Renton,WA 98059,USA
10-06-2014 00:00,350000,2,0.75,1392,1.5,4,Vashon,WA 98070,USA
10-06-2014 00:00,100000,4,1,1120,1,3,Renton,WA 98057,USA
10-06-2014 00:00,417500,4,1,1390,1.5,4,Seattle,WA 98177,USA
10-06-2014 00:00,253000,3,1.75,2040,1,3,Tukwila,WA 98188,USA
10-06-2014 00:00,1240000,5,3,2830,2,3,Seattle,WA 98105,USA
10-06-2014 00:00,490000,4,2.5,3020,2,4,Covington,WA 98042,USA
10-06-2014 00:00,470000,3,1.75,2290,1,3,Lake Forest Park,WA 98155,USA
10-06-2014 00:00,483300,4,2,1210,1,4,Bellevue,WA 98006,USA
10-06-2014 00:00,659000,3,2.5,2510,2,3,Sammamish,WA 98075,USA
10-06-2014 00:00,480000,4,1.75,2320,1,3,Seattle,WA 98144,USA
10-06-2014 00:00,165000,3,1,970,1,3,Burien,WA 98168,USA
10-06-2014 00:00,659500,3,1.75,1820,1,4,Seattle,WA 98115,USA
10-06-2014 00:00,219900,3,1,970,1,4,Federal Way,WA 98003,USA
10-06-2014 00:00,315000,2,1,1740,1,4,Seattle,WA 98118,USA
10-06-2014 00:00,250000,3,1.75,1590,1,3,Kent,WA 98031,USA
10-06-2014 00:00,268000,2,1,1380,1,3,Seattle,WA 98108,USA
10-06-2014 00:00,380000,4,1.5,1680,1,3,Shoreline,WA 98177,USA
10-06-2014 00:00,499000,2,1,1220,1,3,Seattle,WA 98117,USA
10-06-2014 00:00,285000,2,2,1651,1,3,Vashon,WA 98070,USA
10-06-2014 00:00,183000,3,1.75,1330,1,4,Auburn,WA 98092,USA
10-06-2014 00:00,1070000,3,3,2940,2,4,Seattle,WA 98105,USA
10-06-2014 00:00,429000,3,3.25,1410,3,3,Seattle,WA 98103,USA
10-06-2014 00:00,403000,2,1,1100,1,4,Seattle,WA 98144,USA
10-06-2014 00:00,375500,3,1.5,1530,1,3,Lake Forest Park,WA 98155,USA
10-06-2014 00:00,1795000,5,3.25,5270,2,3,Mercer Island,WA 98040,USA
10-06-2014 00:00,516200,3,2,2110,1,5,Seattle,WA 98118,USA
10-06-2014 00:00,385000,4,1.75,1720,1,3,Kirkland,WA 98034,USA
10-06-2014 00:00,515000,3,2.5,1800,2,3,Kirkland,WA 98034,USA
10-06-2014 00:00,375000,4,2.5,2210,2,3,Burien,WA 98148,USA
10-06-2014 00:00,650000,4,2.25,2560,2,4,Kirkland,WA 98034,USA
10-06-2014 00:00,306888,2,1.5,1010,2,3,Renton,WA 98056,USA
10-06-2014 00:00,870000,4,2.5,3340,2,3,Seattle,WA 98126,USA
10-06-2014 00:00,310000,4,1,1740,1.5,3,Shoreline,WA 98133,USA
10-06-2014 00:00,251750,3,2,1320,1,5,Kent,WA 98031,USA
10-06-2014 00:00,366000,3,1.75,1520,1,3,Bothell,WA 98011,USA
10-06-2014 00:00,429950,3,1.5,2010,1,3,Seattle,WA 98125,USA
10-06-2014 00:00,710000,3,3.5,2440,2,3,Bellevue,WA 98005,USA
10-06-2014 00:00,895000,5,2.5,2550,1,4,Bellevue,WA 98004,USA
10-06-2014 00:00,149500,3,1,1010,1,4,Des Moines,WA 98198,USA
10-06-2014 00:00,310000,3,2.5,1780,1,3,Seattle,WA 98106,USA
10-06-2014 00:00,555000,3,2,2180,1.5,4,Seattle,WA 98126,USA
10-06-2014 00:00,750000,5,3.25,2750,2,3,Kirkland,WA 98033,USA
10-06-2014 00:00,745000,4,3.25,3490,2,3,Sammamish,WA 98075,USA
10-06-2014 00:00,695000,3,2.5,2550,2,3,Redmond,WA 98053,USA
10-06-2014 00:00,433000,3,1.75,1870,1,3,Seattle,WA 98118,USA
10-06-2014 00:00,307000,4,1,1150,1.5,3,Shoreline,WA 98155,USA
10-06-2014 00:00,655275,3,1.75,2050,1,3,Bellevue,WA 98006,USA
10-06-2014 00:00,392000,4,2.75,1940,2,3,Maple Valley,WA 98038,USA
10-06-2014 00:00,1180000,5,3.75,3630,1.5,3,Kirkland,WA 98033,USA
10-06-2014 00:00,359950,3,1.75,1890,2,4,Shoreline,WA 98133,USA
10-06-2014 00:00,360000,4,2,1630,1,5,Woodinville,WA 98077,USA
10-06-2014 00:00,566000,4,1.75,2440,1,3,Seattle,WA 98117,USA
10-06-2014 00:00,700000,5,2.75,3100,2,4,Seattle,WA 98125,USA
10-06-2014 00:00,415000,3,2.5,2090,2,3,Renton,WA 98056,USA
10-06-2014 00:00,199500,3,1,920,1,4,Auburn,WA 98001,USA
10-06-2014 00:00,749000,3,1,1580,1.5,3,Seattle,WA 98117,USA
10-06-2014 00:00,680000,3,1.75,1760,1,4,Seattle,WA 98136,USA
10-06-2014 00:00,400000,4,2.5,2530,1,3,Bothell,WA 98011,USA
10-06-2014 00:00,608000,4,2.75,2490,1,4,Bothell,WA 98011,USA
10-06-2014 00:00,589900,4,4.5,3870,2,3,Issaquah,WA 98027,USA
10-06-2014 00:00,480000,5,2.5,2732,1,4,Federal Way,WA 98003,USA
10-06-2014 00:00,1059500,5,3.25,3230,2,3,Seattle,WA 98117,USA
10-06-2014 00:00,915000,6,3.75,2930,2,3,Bellevue,WA 98006,USA
10-06-2014 00:00,695000,4,3.5,3510,2,3,Snoqualmie,WA 98065,USA
10-06-2014 00:00,899900,4,2.5,2580,2,3,Kirkland,WA 98033,USA
10-06-2014 00:00,499950,2,2.25,1060,2,3,Seattle,WA 98102,USA
10-06-2014 00:00,533112,4,2.75,2790,2,3,North Bend,WA 98045,USA
10-06-2014 00:00,303210,4,2.5,2009,2,3,Auburn,WA 98092,USA
10-06-2014 00:00,525000,5,2.75,2880,2,3,Renton,WA 98059,USA
10-06-2014 00:00,399950,2,1,710,2,4,Seattle,WA 98102,USA
11-06-2014 00:00,850830,3,2.5,2070,1.5,5,Seattle,WA 98102,USA
11-06-2014 00:00,371500,3,2,1370,1,5,Shoreline,WA 98133,USA
11-06-2014 00:00,522000,3,1.75,1730,1,4,Redmond,WA 98052,USA
11-06-2014 00:00,588000,4,2,1680,1,3,Seattle,WA 98115,USA
11-06-2014 00:00,276900,2,1,1350,1,4,North Bend,WA 98045,USA
11-06-2014 00:00,248000,5,1.5,1510,1,4,SeaTac,WA 98168,USA
11-06-2014 00:00,280000,3,2.5,1860,2,3,Federal Way,WA 98023,USA
11-06-2014 00:00,495000,6,5,3440,2,3,Renton,WA 98057,USA
11-06-2014 00:00,665000,6,3,4250,2.5,4,Seattle,WA 98118,USA
11-06-2014 00:00,290300,2,1,860,1,4,Renton,WA 98057,USA
11-06-2014 00:00,527000,2,1.75,1640,1,3,Seattle,WA 98105,USA
11-06-2014 00:00,487028,2,1.5,1295,2,3,Seattle,WA 98122,USA
11-06-2014 00:00,325000,3,1.75,1790,1,3,Snoqualmie,WA 98065,USA
11-06-2014 00:00,799000,3,1.5,2210,1.5,5,Seattle,WA 98144,USA
11-06-2014 00:00,7062500,5,4.5,10040,2,3,Bellevue,WA 98004,USA
11-06-2014 00:00,354000,3,1,940,1,3,Redmond,WA 98052,USA
11-06-2014 00:00,262500,3,1.5,1160,1,3,Seattle,WA 98118,USA
11-06-2014 00:00,560200,3,2.5,1990,2,3,Sammamish,WA 98075,USA
11-06-2014 00:00,220000,3,1,1050,1,3,Seattle,WA 98146,USA
11-06-2014 00:00,650000,2,1,1030,1,5,Seattle,WA 98116,USA
11-06-2014 00:00,435000,3,2.5,1420,3,3,Seattle,WA 98133,USA
11-06-2014 00:00,800000,4,3.75,2690,2,4,Seattle,WA 98119,USA
11-06-2014 00:00,1010000,4,2.5,3760,2,3,Redmond,WA 98052,USA
11-06-2014 00:00,200000,2,1,700,1,5,Renton,WA 98056,USA
11-06-2014 00:00,295000,5,3.5,2100,2,3,Seattle,WA 98178,USA
11-06-2014 00:00,580379,4,2.75,2240,1.5,4,Sammamish,WA 98075,USA
11-06-2014 00:00,875000,4,2.5,3470,2,3,Woodinville,WA 98077,USA
11-06-2014 00:00,515000,3,2.5,3370,2,3,Shoreline,WA 98133,USA
11-06-2014 00:00,599000,4,2.5,2790,2,3,Woodinville,WA 98077,USA
11-06-2014 00:00,285000,3,2.5,1870,2,3,Kent,WA 98042,USA
11-06-2014 00:00,290000,3,1.75,1520,1,4,Maple Valley,WA 98038,USA
11-06-2014 00:00,355000,1,1.75,750,1,4,Renton,WA 98059,USA
11-06-2014 00:00,381000,3,1.5,1460,1,3,Lake Forest Park,WA 98155,USA
11-06-2014 00:00,571000,3,2.5,2600,2,3,Bothell,WA 98011,USA
11-06-2014 00:00,852600,4,2.5,3320,2,5,Bellevue,WA 98006,USA
11-06-2014 00:00,1085000,5,2.5,2340,2,4,Seattle,WA 98144,USA
11-06-2014 00:00,371000,3,1,890,1,3,Seattle,WA 98125,USA
11-06-2014 00:00,514000,3,1.75,1720,1,3,Seattle,WA 98136,USA
11-06-2014 00:00,386000,3,1.5,1270,2,3,Seattle,WA 98199,USA
11-06-2014 00:00,464000,4,2.5,2180,2,4,Renton,WA 98059,USA
11-06-2014 00:00,335000,4,2.25,2030,1,3,Renton,WA 98059,USA
11-06-2014 00:00,740000,4,2.75,2490,2,3,Seattle,WA 98125,USA
11-06-2014 00:00,465000,4,1.75,1470,1,3,Seattle,WA 98125,USA
11-06-2014 00:00,700000,3,2.75,2500,1,5,Seattle,WA 98177,USA
11-06-2014 00:00,785000,3,3.5,4500,2,3,Auburn,WA 98092,USA
11-06-2014 00:00,350000,3,3.25,1460,2,3,Seattle,WA 98126,USA
11-06-2014 00:00,148000,1,1,620,1,3,Seattle,WA 98106,USA
11-06-2014 00:00,530000,3,1.75,1550,1,3,Seattle,WA 98117,USA
11-06-2014 00:00,349000,3,2.5,1430,3,3,Seattle,WA 98103,USA
11-06-2014 00:00,240000,3,1.5,1360,1.5,5,North Bend,WA 98045,USA
11-06-2014 00:00,330000,3,2.5,2210,2,3,Federal Way,WA 98023,USA
11-06-2014 00:00,735000,4,1.75,2460,1.5,5,Seattle,WA 98115,USA
11-06-2014 00:00,545000,3,2.5,2180,1,4,Sammamish,WA 98075,USA
11-06-2014 00:00,214950,3,1.75,1570,1,4,Covington,WA 98042,USA
11-06-2014 00:00,657500,4,2.75,4140,2,3,Auburn,WA 98092,USA
11-06-2014 00:00,476000,3,1,1140,1.5,4,Seattle,WA 98199,USA
11-06-2014 00:00,2888000,5,6.25,8670,2,3,Seattle,WA 98177,USA
11-06-2014 00:00,110000,2,1,800,1,3,Seattle,WA 98168,USA
11-06-2014 00:00,292000,4,2.75,2414,2,3,Auburn,WA 98002,USA
11-06-2014 00:00,317000,3,1,1160,1,3,Seattle,WA 98125,USA
11-06-2014 00:00,455000,4,2.5,3170,2,3,Auburn,WA 98001,USA
11-06-2014 00:00,1365000,5,3.5,4210,2,3,Bellevue,WA 98006,USA
11-06-2014 00:00,460000,3,2,2060,1,3,Seattle,WA 98126,USA
11-06-2014 00:00,405000,3,2,1640,1,3,Seattle,WA 98125,USA
11-06-2014 00:00,333000,2,1,720,1,3,Seattle,WA 98117,USA
11-06-2014 00:00,427000,4,1,1860,1.5,1,Seattle,WA 98112,USA
11-06-2014 00:00,742000,4,2.5,2810,2,3,Sammamish,WA 98075,USA
11-06-2014 00:00,465000,4,2.5,2090,1,5,Shoreline,WA 98133,USA
11-06-2014 00:00,809950,4,2.5,3280,2,3,Sammamish,WA 98074,USA
11-06-2014 00:00,619400,4,2,2090,1.5,5,Seattle,WA 98115,USA
11-06-2014 00:00,762400,3,1.75,2430,1,3,Mercer Island,WA 98040,USA
11-06-2014 00:00,535000,5,2.25,2520,2,4,Issaquah,WA 98027,USA
11-06-2014 00:00,881000,5,3,2510,1.5,5,Seattle,WA 98144,USA
11-06-2014 00:00,813000,4,2.75,3370,1,4,Seattle,WA 98144,USA
11-06-2014 00:00,234000,3,2,1640,1.5,5,Auburn,WA 98002,USA
11-06-2014 00:00,308900,3,2.5,2250,2,3,Auburn,WA 98092,USA
11-06-2014 00:00,450000,4,2.5,2300,1,4,North Bend,WA 98045,USA
11-06-2014 00:00,547500,3,3.5,1650,3,3,Seattle,WA 98103,USA
11-06-2014 00:00,399950,2,1,710,2,4,Seattle,WA 98102,USA
11-06-2014 00:00,516000,4,3.5,2550,2,3,Snoqualmie,WA 98065,USA
11-06-2014 00:00,250000,2,1.5,982,2,3,Seattle,WA 98133,USA
11-06-2014 00:00,475000,3,2.25,1630,2,3,Issaquah,WA 98029,USA
11-06-2014 00:00,415000,4,2.5,2550,2,3,Renton,WA 98059,USA
11-06-2014 00:00,545000,2,1.25,1240,2,3,Seattle,WA 98117,USA
11-06-2014 00:00,329950,3,2.5,2456,2,3,Federal Way,WA 98023,USA
12-06-2014 00:00,1325000,5,2.25,3200,1,3,Clyde Hill,WA 98004,USA
12-06-2014 00:00,784000,3,3.5,3950,1.5,3,Redmond,WA 98053,USA
12-06-2014 00:00,610750,4,2.25,2180,2,3,Sammamish,WA 98074,USA
12-06-2014 00:00,578000,4,2.5,3140,1,5,Renton,WA 98057,USA
12-06-2014 00:00,1485000,4,3.75,4030,2,3,Kirkland,WA 98033,USA
12-06-2014 00:00,501000,3,1.75,1970,1,5,Renton,WA 98057,USA
12-06-2014 00:00,465250,5,2,1940,1.5,3,Shoreline,WA 98177,USA
12-06-2014 00:00,2250000,5,4.25,4860,1.5,5,Seattle,WA 98112,USA
12-06-2014 00:00,1095000,0,0,3064,3.5,3,Seattle,WA 98102,USA
12-06-2014 00:00,315000,2,1,970,1,4,Seattle,WA 98118,USA
12-06-2014 00:00,900000,4,2.25,2460,1,4,Bellevue,WA 98007,USA
12-06-2014 00:00,789500,4,2.5,3010,2,3,Redmond,WA 98052,USA
12-06-2014 00:00,678500,3,2,2460,1,4,Seattle,WA 98136,USA
12-06-2014 00:00,342500,3,2,2080,1,3,Enumclaw,WA 98022,USA
12-06-2014 00:00,860000,4,3.25,3960,2,3,Sammamish,WA 98075,USA
12-06-2014 00:00,306000,4,2.5,2490,2,3,Auburn,WA 98092,USA
12-06-2014 00:00,580000,5,2,2060,2,3,Seattle,WA 98105,USA
12-06-2014 00:00,405000,3,1,1330,1,3,Sammamish,WA 98074,USA
12-06-2014 00:00,510000,3,1.75,1600,1,4,Kirkland,WA 98034,USA
12-06-2014 00:00,173000,2,1,820,1,4,Renton,WA 98055,USA
12-06-2014 00:00,210000,4,1.75,1200,1,3,Auburn,WA 98092,USA
12-06-2014 00:00,445000,3,1,1050,1,4,Seattle,WA 98115,USA
12-06-2014 00:00,585000,3,2.5,1910,2.5,3,Seattle,WA 98199,USA
12-06-2014 00:00,381000,3,1.75,1800,1,5,Shoreline,WA 98155,USA
12-06-2014 00:00,890000,3,2.25,2060,1,4,Kirkland,WA 98033,USA
12-06-2014 00:00,235000,3,1.75,1840,1,4,Kent,WA 98030,USA
12-06-2014 00:00,480000,3,2.5,1250,3,3,Seattle,WA 98103,USA
12-06-2014 00:00,575000,2,1,1510,1.5,3,Seattle,WA 98199,USA
12-06-2014 00:00,350000,4,2.25,2300,1.5,4,Seattle,WA 98144,USA
12-06-2014 00:00,259000,4,1.5,1490,2,3,Des Moines,WA 98198,USA
12-06-2014 00:00,599000,5,2.75,2820,1,3,Seattle,WA 98117,USA
12-06-2014 00:00,210000,4,1.5,1130,1,4,Federal Way,WA 98023,USA
12-06-2014 00:00,1184000,4,2.5,3200,1.5,5,Seattle,WA 98115,USA
12-06-2014 00:00,545000,3,1,1510,1.5,3,Seattle,WA 98105,USA
12-06-2014 00:00,299995,3,2.5,1970,2,3,Auburn,WA 98092,USA
12-06-2014 00:00,440000,3,1,1210,1.5,4,Seattle,WA 98136,USA
12-06-2014 00:00,699000,4,2.5,3280,2,3,Redmond,WA 98053,USA
12-06-2014 00:00,795000,3,2,2420,1,5,Kirkland,WA 98034,USA
12-06-2014 00:00,445000,5,1.75,2460,1.5,5,Seattle,WA 98108,USA
12-06-2014 00:00,397990,3,1,1180,1,4,Seattle,WA 98177,USA
12-06-2014 00:00,706000,3,2.75,1900,1,5,Seattle,WA 98105,USA
12-06-2014 00:00,363000,3,3.25,1651,2,3,Seattle,WA 98133,USA
12-06-2014 00:00,850000,4,2.25,2130,2,4,Mercer Island,WA 98040,USA
12-06-2014 00:00,620000,2,1,1430,1.5,3,Seattle,WA 98112,USA
12-06-2014 00:00,1228000,4,2.5,5730,2,3,Sammamish,WA 98074,USA
12-06-2014 00:00,333000,4,2.5,1910,1,4,Renton,WA 98059,USA
12-06-2014 00:00,743000,3,1.75,2110,1,4,Mercer Island,WA 98040,USA
12-06-2014 00:00,448000,2,1.5,1630,1,4,Seattle,WA 98107,USA
12-06-2014 00:00,485000,4,2.5,2470,2,3,Auburn,WA 98092,USA
12-06-2014 00:00,489950,4,2.25,2640,1,4,Auburn,WA 98092,USA
12-06-2014 00:00,498500,5,2.75,2990,2,3,Renton,WA 98059,USA
12-06-2014 00:00,531000,3,2.5,2120,2,3,Bothell,WA 98011,USA
12-06-2014 00:00,670000,3,2.5,2050,1,3,Seattle,WA 98116,USA
12-06-2014 00:00,310000,5,3,1880,1,3,Seattle,WA 98106,USA
12-06-2014 00:00,835000,3,3,2790,2,4,Des Moines,WA 98198,USA
12-06-2014 00:00,1688000,4,2.5,3000,2,3,Seattle,WA 98105,USA
12-06-2014 00:00,495000,4,2.5,2140,2,3,Seattle,WA 98133,USA
12-06-2014 00:00,495000,3,2,1769,1,4,Normandy Park,WA 98166,USA
12-06-2014 00:00,440000,3,1,1710,1.5,4,Seattle,WA 98133,USA
12-06-2014 00:00,280000,1,0.75,420,1,3,Seattle,WA 98108,USA
12-06-2014 00:00,1070000,4,2.5,3270,2,3,Bellevue,WA 98006,USA
12-06-2014 00:00,1034500,4,2.5,2370,2,3,Bellevue,WA 98004,USA
12-06-2014 00:00,248000,4,2.5,1770,2,3,Maple Valley,WA 98038,USA
12-06-2014 00:00,294000,4,2.5,2210,1,3,Auburn,WA 98092,USA
12-06-2014 00:00,561000,3,2.25,1710,2,3,Issaquah,WA 98029,USA
12-06-2014 00:00,656500,4,2,2710,1,4,Seattle,WA 98115,USA
12-06-2014 00:00,660000,3,3,2340,2,5,Seattle,WA 98103,USA
12-06-2014 00:00,370000,2,1,1220,1,4,Kirkland,WA 98033,USA
12-06-2014 00:00,349950,3,1,1060,1,3,Redmond,WA 98052,USA
12-06-2014 00:00,223000,2,1,910,1,3,Renton,WA 98058,USA
12-06-2014 00:00,560000,4,1.75,1880,1.5,4,Seattle,WA 98107,USA
12-06-2014 00:00,594000,4,1.75,1870,2,4,Seattle,WA 98115,USA
12-06-2014 00:00,600000,3,2.25,1480,2,4,Seattle,WA 98122,USA
12-06-2014 00:00,315000,3,2.5,1880,2,3,Kent,WA 98031,USA
12-06-2014 00:00,430000,4,1.75,1890,1,4,Seattle,WA 98125,USA
12-06-2014 00:00,440000,3,2.75,1560,1,5,Kirkland,WA 98034,USA
12-06-2014 00:00,312500,2,1.5,1070,2,3,Seattle,WA 98103,USA
12-06-2014 00:00,1240000,5,4,4410,2,3,Redmond,WA 98052,USA
12-06-2014 00:00,300000,3,3.25,1470,2,3,Seattle,WA 98108,USA
12-06-2014 00:00,680000,3,2.5,2570,2.5,3,Issaquah,WA 98029,USA
12-06-2014 00:00,336750,2,2.25,1170,2,3,Issaquah,WA 98027,USA
13-06-2014 00:00,822500,5,3.5,2320,2,5,Seattle,WA 98103,USA
13-06-2014 00:00,589000,4,3,2440,2,5,Kirkland,WA 98034,USA
13-06-2014 00:00,863000,4,2.5,4120,2,3,Sammamish,WA 98074,USA
13-06-2014 00:00,210000,2,1.75,1440,1,4,Des Moines,WA 98198,USA
13-06-2014 00:00,206135,3,1,1340,1,4,Kent,WA 98030,USA
13-06-2014 00:00,1125000,6,3.75,3010,2,3,Seattle,WA 98103,USA
13-06-2014 00:00,285000,3,1.75,1840,1,3,Seattle,WA 98118,USA
13-06-2014 00:00,230000,2,1,930,1,3,SeaTac,WA 98168,USA
13-06-2014 00:00,845000,4,2.75,4070,2,3,North Bend,WA 98045,USA
13-06-2014 00:00,350000,3,1.75,1820,1,3,Lake Forest Park,WA 98155,USA
13-06-2014 00:00,304000,3,1,1280,1.5,4,Shoreline,WA 98155,USA
13-06-2014 00:00,370000,2,1,900,1,3,Seattle,WA 98117,USA
13-06-2014 00:00,810000,3,1.75,1980,1,4,Bellevue,WA 98008,USA
13-06-2014 00:00,440000,4,2.25,2010,1,3,Kirkland,WA 98034,USA
13-06-2014 00:00,1030000,4,2.5,2750,2,3,Seattle,WA 98103,USA
13-06-2014 00:00,775000,4,2,3140,1,3,Seattle,WA 98199,USA
13-06-2014 00:00,1335000,5,2.25,4200,2.5,4,Seattle,WA 98112,USA
13-06-2014 00:00,235000,3,1.75,1900,1,3,SeaTac,WA 98168,USA
13-06-2014 00:00,499950,3,1,1830,1.5,3,Seattle,WA 98103,USA
